year,month,week,hour,day,SHIFT,OFFENSE,METHOD,DISTRICT
2013,9,39,4,264,MIDNIGHT,SEX ABUSE,OTHERS,5
2013,9,39,21,265,EVENING,SEX ABUSE,OTHERS,1
2013,9,39,4,267,MIDNIGHT,SEX ABUSE,OTHERS,5
2013,9,39,16,268,EVENING,SEX ABUSE,OTHERS,7
2013,9,39,4,269,MIDNIGHT,SEX ABUSE,OTHERS,5
2013,9,39,6,269,MIDNIGHT,SEX ABUSE,OTHERS,5
2013,9,39,0,270,MIDNIGHT,HOMICIDE,GUN,7
2013,9,39,2,270,MIDNIGHT,SEX ABUSE,GUN,3
2013,10,40,11,273,DAY,SEX ABUSE,OTHERS,3
2013,10,40,14,273,DAY,SEX ABUSE,OTHERS,4
2013,10,40,11,274,DAY,SEX ABUSE,OTHERS,2
2013,10,40,12,274,DAY,SEX ABUSE,OTHERS,4
2013,10,40,14,275,DAY,SEX ABUSE,OTHERS,3
2013,10,40,7,276,MIDNIGHT,SEX ABUSE,OTHERS,6
2013,10,40,14,277,DAY,SEX ABUSE,OTHERS,3
2013,10,40,16,277,EVENING,SEX ABUSE,OTHERS,3
2013,10,41,3,278,MIDNIGHT,SEX ABUSE,OTHERS,4
2013,10,41,1,281,MIDNIGHT,SEX ABUSE,KNIFE,6
2013,10,41,0,282,MIDNIGHT,SEX ABUSE,OTHERS,6
2013,10,41,16,282,EVENING,SEX ABUSE,OTHERS,6
2013,10,41,18,282,EVENING,SEX ABUSE,OTHERS,6
2013,10,41,2,283,MIDNIGHT,SEX ABUSE,KNIFE,6
2013,10,42,15,285,EVENING,SEX ABUSE,OTHERS,1
2013,10,42,0,288,MIDNIGHT,HOMICIDE,OTHERS,4
2013,10,42,0,288,MIDNIGHT,HOMICIDE,GUN,6
2013,10,42,23,291,MIDNIGHT,SEX ABUSE,OTHERS,3
2013,10,42,23,291,MIDNIGHT,SEX ABUSE,GUN,6
2013,10,43,5,292,MIDNIGHT,SEX ABUSE,OTHERS,5
2013,10,43,12,293,DAY,SEX ABUSE,GUN,5
2013,10,43,1,294,MIDNIGHT,SEX ABUSE,OTHERS,6
2013,10,43,17,294,EVENING,SEX ABUSE,OTHERS,5
2013,10,43,0,295,MIDNIGHT,SEX ABUSE,KNIFE,7
2013,10,43,13,295,DAY,SEX ABUSE,KNIFE,1
2013,10,43,14,296,DAY,SEX ABUSE,OTHERS,7
2013,10,43,14,297,DAY,SEX ABUSE,OTHERS,7
2013,10,43,22,297,EVENING,SEX ABUSE,OTHERS,2
2013,10,43,0,298,MIDNIGHT,HOMICIDE,GUN,7
2013,10,43,0,298,MIDNIGHT,HOMICIDE,GUN,5
2013,10,44,11,299,DAY,SEX ABUSE,OTHERS,1
2013,10,44,21,299,EVENING,SEX ABUSE,OTHERS,5
2013,10,44,23,299,EVENING,SEX ABUSE,OTHERS,1
2013,10,44,0,300,MIDNIGHT,HOMICIDE,OTHERS,5
2013,10,44,0,300,MIDNIGHT,SEX ABUSE,KNIFE,1
2013,10,44,12,300,DAY,SEX ABUSE,OTHERS,6
2013,10,44,14,301,DAY,SEX ABUSE,OTHERS,7
2013,10,44,3,302,MIDNIGHT,SEX ABUSE,GUN,6
2013,10,44,3,302,MIDNIGHT,SEX ABUSE,GUN,6
2013,10,44,3,303,MIDNIGHT,SEX ABUSE,OTHERS,4
2013,10,44,13,303,DAY,SEX ABUSE,OTHERS,7
2013,10,44,18,303,EVENING,SEX ABUSE,OTHERS,6
2013,11,44,0,304,MIDNIGHT,HOMICIDE,GUN,4
2013,11,44,6,304,MIDNIGHT,SEX ABUSE,GUN,5
2013,11,44,3,305,MIDNIGHT,SEX ABUSE,OTHERS,6
2013,11,45,0,306,MIDNIGHT,HOMICIDE,GUN,7
2013,11,45,3,308,MIDNIGHT,SEX ABUSE,OTHERS,6
2013,11,45,15,310,DAY,SEX ABUSE,OTHERS,6
2013,11,45,20,310,EVENING,SEX ABUSE,OTHERS,5
2013,11,45,0,311,MIDNIGHT,HOMICIDE,GUN,7
2013,11,45,0,311,MIDNIGHT,HOMICIDE,GUN,6
2013,11,45,14,312,DAY,SEX ABUSE,OTHERS,6
2013,11,46,1,313,MIDNIGHT,SEX ABUSE,OTHERS,2
2013,11,46,6,313,MIDNIGHT,SEX ABUSE,GUN,6
2013,11,46,15,314,EVENING,SEX ABUSE,OTHERS,7
2013,11,46,1,315,MIDNIGHT,SEX ABUSE,OTHERS,1
2013,11,46,0,316,MIDNIGHT,SEX ABUSE,OTHERS,1
2013,11,46,11,316,DAY,SEX ABUSE,OTHERS,6
2013,11,46,17,317,EVENING,SEX ABUSE,OTHERS,3
2013,11,46,19,317,EVENING,SEX ABUSE,OTHERS,3
2013,11,46,0,318,MIDNIGHT,HOMICIDE,KNIFE,4
2013,11,46,5,319,MIDNIGHT,SEX ABUSE,OTHERS,7
2013,11,47,0,321,MIDNIGHT,HOMICIDE,KNIFE,2
2013,11,47,11,324,DAY,SEX ABUSE,OTHERS,4
2013,11,47,17,324,EVENING,SEX ABUSE,OTHERS,4
2013,11,47,0,325,MIDNIGHT,HOMICIDE,GUN,6
2013,11,47,0,325,MIDNIGHT,HOMICIDE,GUN,6
2013,11,48,0,327,MIDNIGHT,HOMICIDE,GUN,7
2013,11,48,7,328,MIDNIGHT,SEX ABUSE,KNIFE,7
2013,11,48,19,328,EVENING,SEX ABUSE,OTHERS,4
2013,11,48,17,329,EVENING,SEX ABUSE,OTHERS,2
2013,11,48,20,329,EVENING,SEX ABUSE,KNIFE,5
2013,11,48,22,329,EVENING,SEX ABUSE,OTHERS,2
2013,11,48,15,330,DAY,SEX ABUSE,OTHERS,4
2013,11,48,3,331,MIDNIGHT,SEX ABUSE,OTHERS,3
2013,11,48,4,331,MIDNIGHT,SEX ABUSE,OTHERS,2
2013,12,49,7,334,DAY,SEX ABUSE,OTHERS,4
2013,12,49,19,334,EVENING,SEX ABUSE,OTHERS,2
2013,12,49,0,335,MIDNIGHT,HOMICIDE,GUN,7
2013,12,49,0,337,MIDNIGHT,SEX ABUSE,OTHERS,1
2013,12,49,0,338,MIDNIGHT,HOMICIDE,OTHERS,7
2013,12,49,10,338,DAY,SEX ABUSE,OTHERS,7
2013,12,49,22,338,EVENING,SEX ABUSE,OTHERS,1
2013,12,49,15,339,EVENING,SEX ABUSE,OTHERS,6
2013,12,49,0,340,MIDNIGHT,HOMICIDE,GUN,5
2013,12,50,0,341,MIDNIGHT,HOMICIDE,GUN,4
2013,12,50,0,341,MIDNIGHT,HOMICIDE,KNIFE,5
2013,12,50,10,342,DAY,SEX ABUSE,OTHERS,6
2013,12,50,16,342,EVENING,SEX ABUSE,OTHERS,5
2013,12,50,22,342,EVENING,SEX ABUSE,OTHERS,4
2013,12,50,3,347,MIDNIGHT,SEX ABUSE,OTHERS,4
2013,12,51,15,348,DAY,SEX ABUSE,OTHERS,1
2013,12,51,1,349,MIDNIGHT,SEX ABUSE,OTHERS,6
2013,12,51,16,349,EVENING,SEX ABUSE,OTHERS,7
2013,12,51,12,350,DAY,SEX ABUSE,OTHERS,7
2013,12,51,10,354,DAY,SEX ABUSE,KNIFE,5
2013,12,52,0,355,MIDNIGHT,HOMICIDE,GUN,5
2013,12,52,3,355,MIDNIGHT,SEX ABUSE,GUN,7
2013,12,52,3,355,MIDNIGHT,SEX ABUSE,GUN,7
2013,12,52,23,355,EVENING,SEX ABUSE,OTHERS,6
2013,12,52,13,356,DAY,SEX ABUSE,OTHERS,7
2013,12,52,17,359,EVENING,SEX ABUSE,OTHERS,1
2013,12,52,3,361,MIDNIGHT,SEX ABUSE,OTHERS,7
2013,12,52,12,361,DAY,SEX ABUSE,OTHERS,5
2013,12,53,0,364,MIDNIGHT,HOMICIDE,OTHERS,6
2014,1,1,3,0,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,1,1,20,0,EVENING,SEX ABUSE,OTHERS,1
2014,1,1,21,0,EVENING,SEX ABUSE,KNIFE,3
2014,1,1,0,2,MIDNIGHT,HOMICIDE,KNIFE,5
2014,1,1,0,3,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,1,1,22,3,EVENING,SEX ABUSE,OTHERS,2
2014,1,2,10,6,DAY,SEX ABUSE,OTHERS,3
2014,1,2,23,6,EVENING,SEX ABUSE,OTHERS,5
2014,1,2,12,8,DAY,SEX ABUSE,OTHERS,5
2014,1,2,0,9,MIDNIGHT,HOMICIDE,OTHERS,6
2014,1,2,0,10,MIDNIGHT,SEX ABUSE,OTHERS,3
2014,1,3,0,11,MIDNIGHT,HOMICIDE,GUN,7
2014,1,3,6,12,MIDNIGHT,SEX ABUSE,OTHERS,1
2014,1,3,17,12,EVENING,SEX ABUSE,OTHERS,6
2014,1,3,6,13,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,1,3,14,13,DAY,SEX ABUSE,OTHERS,6
2014,1,3,23,13,MIDNIGHT,SEX ABUSE,GUN,5
2014,1,3,0,14,MIDNIGHT,HOMICIDE,GUN,7
2014,1,3,10,14,DAY,SEX ABUSE,OTHERS,4
2014,1,3,0,16,MIDNIGHT,HOMICIDE,GUN,4
2014,1,4,0,18,MIDNIGHT,HOMICIDE,KNIFE,2
2014,1,4,0,19,MIDNIGHT,HOMICIDE,OTHERS,3
2014,1,4,0,19,MIDNIGHT,HOMICIDE,GUN,3
2014,1,4,19,20,EVENING,SEX ABUSE,OTHERS,2
2014,1,4,0,21,MIDNIGHT,HOMICIDE,GUN,7
2014,1,4,23,21,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,1,4,0,22,MIDNIGHT,HOMICIDE,OTHERS,4
2014,1,4,8,22,DAY,SEX ABUSE,OTHERS,3
2014,1,4,10,22,DAY,SEX ABUSE,OTHERS,1
2014,1,4,0,23,MIDNIGHT,HOMICIDE,GUN,7
2014,1,4,0,23,MIDNIGHT,HOMICIDE,GUN,6
2014,1,4,8,24,DAY,SEX ABUSE,OTHERS,7
2014,1,4,16,24,EVENING,SEX ABUSE,OTHERS,4
2014,1,4,20,24,EVENING,SEX ABUSE,KNIFE,5
2014,1,5,13,26,DAY,SEX ABUSE,OTHERS,3
2014,1,5,0,29,MIDNIGHT,HOMICIDE,GUN,6
2014,1,5,0,29,MIDNIGHT,HOMICIDE,GUN,6
2014,2,5,9,31,DAY,SEX ABUSE,KNIFE,5
2014,2,6,8,32,DAY,SEX ABUSE,GUN,3
2014,2,6,17,33,EVENING,SEX ABUSE,OTHERS,7
2014,2,6,0,35,MIDNIGHT,HOMICIDE,GUN,6
2014,2,6,5,36,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,2,6,21,36,EVENING,SEX ABUSE,OTHERS,6
2014,2,7,21,40,EVENING,SEX ABUSE,OTHERS,7
2014,2,7,0,44,MIDNIGHT,SEX ABUSE,OTHERS,1
2014,2,8,12,47,DAY,SEX ABUSE,OTHERS,2
2014,2,8,5,48,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,2,8,17,49,EVENING,SEX ABUSE,OTHERS,5
2014,2,8,0,51,MIDNIGHT,HOMICIDE,OTHERS,7
2014,2,8,18,51,EVENING,SEX ABUSE,OTHERS,6
2014,2,8,0,52,MIDNIGHT,HOMICIDE,GUN,6
2014,2,8,12,52,DAY,SEX ABUSE,OTHERS,2
2014,2,9,0,53,MIDNIGHT,HOMICIDE,GUN,7
2014,2,9,0,53,MIDNIGHT,HOMICIDE,GUN,5
2014,2,9,14,56,DAY,SEX ABUSE,OTHERS,7
2014,2,9,15,56,EVENING,SEX ABUSE,OTHERS,7
2014,2,9,17,56,EVENING,SEX ABUSE,OTHERS,2
2014,2,9,0,57,MIDNIGHT,HOMICIDE,KNIFE,7
2014,2,9,0,57,MIDNIGHT,HOMICIDE,GUN,6
2014,2,9,17,57,EVENING,SEX ABUSE,OTHERS,7
2014,2,9,20,57,EVENING,SEX ABUSE,OTHERS,5
2014,2,9,0,58,MIDNIGHT,HOMICIDE,GUN,6
2014,2,9,0,58,MIDNIGHT,HOMICIDE,GUN,6
2014,3,9,0,59,MIDNIGHT,HOMICIDE,GUN,4
2014,3,9,0,59,MIDNIGHT,HOMICIDE,OTHERS,6
2014,3,9,14,59,DAY,SEX ABUSE,GUN,6
2014,3,10,17,61,EVENING,SEX ABUSE,OTHERS,4
2014,3,10,6,62,MIDNIGHT,SEX ABUSE,GUN,6
2014,3,10,0,63,MIDNIGHT,HOMICIDE,GUN,4
2014,3,10,21,63,EVENING,SEX ABUSE,OTHERS,4
2014,3,10,0,65,MIDNIGHT,SEX ABUSE,OTHERS,1
2014,3,10,16,65,EVENING,SEX ABUSE,OTHERS,7
2014,3,10,19,65,EVENING,SEX ABUSE,OTHERS,2
2014,3,10,5,66,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,3,11,21,69,EVENING,SEX ABUSE,OTHERS,5
2014,3,11,0,72,MIDNIGHT,HOMICIDE,GUN,7
2014,3,11,23,72,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,3,11,0,73,MIDNIGHT,HOMICIDE,GUN,6
2014,3,11,4,73,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,3,12,0,74,MIDNIGHT,HOMICIDE,GUN,6
2014,3,12,0,74,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,3,12,1,74,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,3,12,17,74,EVENING,SEX ABUSE,OTHERS,6
2014,3,12,22,74,EVENING,SEX ABUSE,OTHERS,4
2014,3,12,11,75,DAY,SEX ABUSE,OTHERS,5
2014,3,12,11,76,DAY,SEX ABUSE,OTHERS,1
2014,3,12,17,76,EVENING,SEX ABUSE,OTHERS,5
2014,3,12,23,76,MIDNIGHT,SEX ABUSE,OTHERS,5
2014,3,12,11,79,DAY,SEX ABUSE,OTHERS,2
2014,3,12,23,79,MIDNIGHT,SEX ABUSE,OTHERS,1
2014,3,13,3,82,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,3,13,2,84,MIDNIGHT,SEX ABUSE,OTHERS,5
2014,3,13,19,86,EVENING,SEX ABUSE,OTHERS,4
2014,3,13,0,87,MIDNIGHT,HOMICIDE,GUN,7
2014,3,13,5,87,MIDNIGHT,SEX ABUSE,KNIFE,7
2014,3,13,21,87,EVENING,SEX ABUSE,KNIFE,5
2014,3,14,11,88,DAY,SEX ABUSE,OTHERS,2
2014,3,14,13,88,DAY,SEX ABUSE,OTHERS,6
2014,3,14,0,89,MIDNIGHT,HOMICIDE,GUN,6
2014,3,14,18,89,EVENING,SEX ABUSE,OTHERS,7
2014,4,14,16,90,EVENING,SEX ABUSE,OTHERS,5
2014,4,14,1,91,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,4,14,4,91,MIDNIGHT,SEX ABUSE,OTHERS,1
2014,4,14,23,91,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,4,14,22,92,EVENING,SEX ABUSE,OTHERS,7
2014,4,14,9,93,DAY,SEX ABUSE,GUN,6
2014,4,15,10,95,DAY,SEX ABUSE,OTHERS,5
2014,4,15,13,95,DAY,SEX ABUSE,OTHERS,1
2014,4,15,0,97,MIDNIGHT,HOMICIDE,GUN,7
2014,4,15,21,97,EVENING,SEX ABUSE,OTHERS,5
2014,4,15,0,99,MIDNIGHT,HOMICIDE,GUN,6
2014,4,15,22,99,EVENING,SEX ABUSE,OTHERS,6
2014,4,15,0,100,MIDNIGHT,HOMICIDE,OTHERS,5
2014,4,15,16,100,EVENING,SEX ABUSE,OTHERS,7
2014,4,15,8,101,DAY,SEX ABUSE,OTHERS,2
2014,4,15,22,101,EVENING,SEX ABUSE,OTHERS,6
2014,4,16,5,102,MIDNIGHT,SEX ABUSE,OTHERS,1
2014,4,16,6,102,MIDNIGHT,SEX ABUSE,GUN,5
2014,4,16,7,102,DAY,SEX ABUSE,OTHERS,2
2014,4,16,7,102,DAY,SEX ABUSE,OTHERS,6
2014,4,16,0,108,MIDNIGHT,HOMICIDE,KNIFE,7
2014,4,17,16,110,EVENING,SEX ABUSE,OTHERS,5
2014,4,17,22,110,EVENING,SEX ABUSE,OTHERS,4
2014,4,17,14,113,DAY,SEX ABUSE,OTHERS,7
2014,4,17,22,113,EVENING,SEX ABUSE,OTHERS,4
2014,4,17,0,114,MIDNIGHT,HOMICIDE,KNIFE,7
2014,4,17,0,114,MIDNIGHT,HOMICIDE,GUN,1
2014,4,18,16,117,EVENING,SEX ABUSE,OTHERS,2
2014,4,18,21,117,EVENING,SEX ABUSE,GUN,7
2014,5,18,0,121,MIDNIGHT,HOMICIDE,OTHERS,4
2014,5,18,5,122,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,5,19,6,123,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,5,19,23,124,EVENING,SEX ABUSE,OTHERS,7
2014,5,19,0,125,MIDNIGHT,SEX ABUSE,GUN,6
2014,5,19,22,125,EVENING,SEX ABUSE,KNIFE,3
2014,5,19,0,126,MIDNIGHT,SEX ABUSE,GUN,6
2014,5,19,5,126,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,5,19,8,126,DAY,SEX ABUSE,OTHERS,1
2014,5,19,23,126,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,5,19,0,127,MIDNIGHT,HOMICIDE,OTHERS,5
2014,5,19,20,127,EVENING,SEX ABUSE,OTHERS,2
2014,5,19,0,129,MIDNIGHT,HOMICIDE,OTHERS,1
2014,5,19,4,129,MIDNIGHT,SEX ABUSE,OTHERS,3
2014,5,20,5,130,MIDNIGHT,SEX ABUSE,OTHERS,3
2014,5,20,0,132,MIDNIGHT,HOMICIDE,KNIFE,6
2014,5,20,13,132,DAY,SEX ABUSE,OTHERS,3
2014,5,20,16,132,EVENING,SEX ABUSE,OTHERS,5
2014,5,20,16,132,EVENING,SEX ABUSE,OTHERS,5
2014,5,20,0,134,MIDNIGHT,HOMICIDE,GUN,6
2014,5,20,8,134,DAY,SEX ABUSE,OTHERS,6
2014,5,20,17,134,EVENING,SEX ABUSE,OTHERS,1
2014,5,21,0,137,MIDNIGHT,HOMICIDE,GUN,7
2014,5,21,0,139,MIDNIGHT,HOMICIDE,GUN,7
2014,5,21,0,139,MIDNIGHT,HOMICIDE,GUN,6
2014,5,21,19,139,EVENING,SEX ABUSE,OTHERS,1
2014,5,21,20,140,EVENING,SEX ABUSE,OTHERS,4
2014,5,21,22,140,EVENING,SEX ABUSE,KNIFE,1
2014,5,21,21,141,EVENING,SEX ABUSE,OTHERS,4
2014,5,21,22,141,EVENING,SEX ABUSE,OTHERS,1
2014,5,21,23,142,EVENING,SEX ABUSE,OTHERS,4
2014,5,21,1,143,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,5,21,21,143,EVENING,SEX ABUSE,OTHERS,4
2014,5,22,1,144,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,5,22,18,146,EVENING,SEX ABUSE,OTHERS,2
2014,5,22,0,148,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,5,22,0,150,MIDNIGHT,HOMICIDE,GUN,1
2014,6,23,1,151,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,6,23,5,151,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,6,23,18,151,EVENING,SEX ABUSE,OTHERS,1
2014,6,23,22,151,EVENING,SEX ABUSE,OTHERS,3
2014,6,23,17,152,EVENING,SEX ABUSE,OTHERS,5
2014,6,23,22,153,EVENING,SEX ABUSE,OTHERS,4
2014,6,23,0,154,MIDNIGHT,HOMICIDE,GUN,5
2014,6,23,16,154,EVENING,SEX ABUSE,OTHERS,4
2014,6,23,10,156,DAY,SEX ABUSE,OTHERS,4
2014,6,23,22,156,EVENING,SEX ABUSE,OTHERS,4
2014,6,23,5,157,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,6,23,12,157,DAY,SEX ABUSE,OTHERS,5
2014,6,23,14,157,DAY,SEX ABUSE,OTHERS,7
2014,6,24,14,159,DAY,SEX ABUSE,OTHERS,6
2014,6,24,22,160,EVENING,SEX ABUSE,GUN,6
2014,6,24,23,160,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,6,24,0,161,MIDNIGHT,HOMICIDE,GUN,7
2014,6,24,4,161,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,6,24,0,162,MIDNIGHT,HOMICIDE,OTHERS,3
2014,6,24,16,162,EVENING,SEX ABUSE,OTHERS,7
2014,6,24,6,163,MIDNIGHT,SEX ABUSE,OTHERS,3
2014,6,24,8,163,DAY,SEX ABUSE,KNIFE,4
2014,6,24,22,163,EVENING,SEX ABUSE,OTHERS,1
2014,6,24,11,164,DAY,SEX ABUSE,OTHERS,7
2014,6,25,0,165,MIDNIGHT,HOMICIDE,GUN,7
2014,6,25,0,167,MIDNIGHT,HOMICIDE,OTHERS,3
2014,6,25,23,167,EVENING,SEX ABUSE,OTHERS,4
2014,6,25,12,168,DAY,SEX ABUSE,OTHERS,7
2014,6,25,0,169,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,6,25,15,169,DAY,SEX ABUSE,OTHERS,1
2014,6,25,11,170,DAY,SEX ABUSE,OTHERS,7
2014,6,25,0,171,MIDNIGHT,HOMICIDE,GUN,3
2014,6,25,1,171,MIDNIGHT,SEX ABUSE,OTHERS,1
2014,6,25,21,171,EVENING,SEX ABUSE,OTHERS,1
2014,6,26,3,173,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,6,26,0,175,MIDNIGHT,HOMICIDE,OTHERS,7
2014,6,26,11,175,DAY,SEX ABUSE,OTHERS,6
2014,6,26,0,177,MIDNIGHT,HOMICIDE,GUN,1
2014,6,26,0,178,MIDNIGHT,HOMICIDE,GUN,1
2014,6,26,0,178,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,6,26,8,178,DAY,SEX ABUSE,OTHERS,7
2014,6,27,0,179,MIDNIGHT,HOMICIDE,OTHERS,6
2014,6,27,0,179,MIDNIGHT,HOMICIDE,KNIFE,6
2014,6,27,19,179,EVENING,SEX ABUSE,OTHERS,6
2014,6,27,0,180,MIDNIGHT,HOMICIDE,GUN,5
2014,6,27,19,180,EVENING,SEX ABUSE,OTHERS,6
2014,7,27,22,181,EVENING,SEX ABUSE,OTHERS,4
2014,7,27,6,182,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,7,27,15,183,EVENING,SEX ABUSE,OTHERS,6
2014,7,27,19,185,EVENING,SEX ABUSE,OTHERS,1
2014,7,28,0,186,MIDNIGHT,HOMICIDE,KNIFE,5
2014,7,28,0,186,MIDNIGHT,HOMICIDE,GUN,5
2014,7,28,5,186,MIDNIGHT,SEX ABUSE,OTHERS,3
2014,7,28,13,186,DAY,SEX ABUSE,OTHERS,6
2014,7,28,18,186,EVENING,SEX ABUSE,OTHERS,6
2014,7,28,21,186,EVENING,SEX ABUSE,OTHERS,4
2014,7,28,6,187,MIDNIGHT,SEX ABUSE,OTHERS,1
2014,7,28,0,188,MIDNIGHT,HOMICIDE,OTHERS,5
2014,7,28,0,189,MIDNIGHT,HOMICIDE,KNIFE,4
2014,7,28,2,189,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,7,28,7,192,DAY,SEX ABUSE,OTHERS,3
2014,7,29,0,193,MIDNIGHT,HOMICIDE,GUN,7
2014,7,29,0,193,MIDNIGHT,HOMICIDE,GUN,5
2014,7,29,0,193,MIDNIGHT,HOMICIDE,GUN,5
2014,7,29,17,193,EVENING,SEX ABUSE,OTHERS,5
2014,7,29,18,193,EVENING,SEX ABUSE,GUN,5
2014,7,29,17,194,EVENING,SEX ABUSE,OTHERS,1
2014,7,29,20,196,EVENING,SEX ABUSE,OTHERS,3
2014,7,29,18,197,EVENING,SEX ABUSE,OTHERS,4
2014,7,29,20,197,EVENING,SEX ABUSE,KNIFE,5
2014,7,30,0,200,MIDNIGHT,HOMICIDE,GUN,6
2014,7,30,4,200,MIDNIGHT,SEX ABUSE,OTHERS,3
2014,7,30,4,200,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,7,30,12,202,DAY,SEX ABUSE,OTHERS,3
2014,7,30,18,202,EVENING,SEX ABUSE,OTHERS,7
2014,7,30,22,202,EVENING,SEX ABUSE,OTHERS,4
2014,7,30,0,206,MIDNIGHT,HOMICIDE,GUN,7
2014,7,30,15,206,DAY,SEX ABUSE,OTHERS,6
2014,7,30,19,206,EVENING,SEX ABUSE,OTHERS,7
2014,7,31,0,207,MIDNIGHT,HOMICIDE,GUN,5
2014,7,31,9,207,DAY,SEX ABUSE,OTHERS,3
2014,7,31,12,208,DAY,SEX ABUSE,OTHERS,4
2014,7,31,17,208,EVENING,SEX ABUSE,OTHERS,2
2014,7,31,17,208,EVENING,SEX ABUSE,OTHERS,1
2014,7,31,23,210,MIDNIGHT,SEX ABUSE,OTHERS,6
2014,7,31,0,211,MIDNIGHT,HOMICIDE,KNIFE,3
2014,7,31,2,211,MIDNIGHT,SEX ABUSE,OTHERS,3
2014,8,32,2,214,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,8,32,11,214,DAY,SEX ABUSE,OTHERS,6
2014,8,32,7,215,MIDNIGHT,SEX ABUSE,OTHERS,3
2014,8,32,7,215,DAY,SEX ABUSE,OTHERS,5
2014,8,32,14,217,DAY,SEX ABUSE,OTHERS,6
2014,8,32,0,218,MIDNIGHT,HOMICIDE,GUN,3
2014,8,32,20,218,EVENING,SEX ABUSE,OTHERS,1
2014,8,32,0,219,MIDNIGHT,HOMICIDE,GUN,4
2014,8,33,6,222,MIDNIGHT,SEX ABUSE,OTHERS,5
2014,8,33,18,224,EVENING,SEX ABUSE,OTHERS,6
2014,8,33,19,225,EVENING,SEX ABUSE,OTHERS,4
2014,8,33,0,226,MIDNIGHT,HOMICIDE,GUN,6
2014,8,33,0,226,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,8,33,11,226,DAY,SEX ABUSE,OTHERS,1
2014,8,34,0,228,MIDNIGHT,SEX ABUSE,OTHERS,7
2014,8,34,4,229,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,8,34,23,229,EVENING,SEX ABUSE,OTHERS,3
2014,8,34,19,230,EVENING,SEX ABUSE,OTHERS,6
2014,8,34,22,231,EVENING,SEX ABUSE,OTHERS,1
2014,8,34,6,233,MIDNIGHT,SEX ABUSE,OTHERS,2
2014,8,34,6,233,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,8,34,23,233,MIDNIGHT,SEX ABUSE,OTHERS,4
2014,8,34,2,234,MIDNIGHT,SEX ABUSE,KNIFE,4
2014,8,34,10,234,DAY,SEX ABUSE,OTHERS,6
2014,8,34,14,234,DAY,SEX ABUSE,OTHERS,7
2014,8,35,22,236,EVENING,SEX ABUSE,OTHERS,6
2014,8,35,22,236,EVENING,SEX ABUSE,OTHERS,6
2014,8,35,22,236,EVENING,SEX ABUSE,OTHERS,1
2014,8,35,15,237,DAY,SEX ABUSE,OTHERS,5
2014,8,36,0,242,MIDNIGHT,HOMICIDE,GUN,7
2014,8,36,23,242,MIDNIGHT,SEX ABUSE,KNIFE,2
2014,9,36,5,244,MIDNIGHT,SEX ABUSE,OTHERS,3
2014,9,36,19,244,EVENING,SEX ABUSE,OTHERS,5
2014,9,36,23,248,EVENING,SEX ABUSE,OTHERS,3
2014,9,37,0,249,MIDNIGHT,HOMICIDE,GUN,5
2014,9,37,5,250,MIDNIGHT,SEX ABUSE,OTHERS,1
2014,9,37,9,250,DAY,SEX ABUSE,OTHERS,6
2014,9,37,13,250,DAY,SEX ABUSE,OTHERS,6
2014,9,37,18,250,EVENING,SEX ABUSE,OTHERS,3
2014,9,37,20,251,EVENING,SEX ABUSE,OTHERS,6
2014,9,37,0,252,MIDNIGHT,HOMICIDE,KNIFE,7
2014,9,37,0,253,MIDNIGHT,HOMICIDE,GUN,6
2014,9,37,1,253,MIDNIGHT,SEX ABUSE,OTHERS,7
